Data de referência,Prazo médio de repactuação
2019-02-11,1067.608661029003744788086849
2019-02-12,1067.428976632028071452722074
2019-02-13,1067.520981883027530600677422
2019-02-14,1072.011729802165294539743653
2019-02-15,1071.196720859211354372864737
2019-02-18,1069.030183412713668102038492
2019-02-19,1068.656414678854892777847813
2019-02-20,1066.507996523757399763552627
2019-02-21,1065.766643939639666702666333
2019-02-22,1065.419086260245349144187082
2019-02-25,1062.807729635062789670553009
2019-02-26,1062.100677851118627533039408
2019-02-27,1061.606287258871377920667575
2019-02-28,1060.630717573094446537755439
2019-03-01,1060.010095494205013397295976
2019-03-06,1039.405079501281483083604318
2019-03-07,1035.047996981388352479917271
2019-03-08,1035.266003478552777504840001
2019-03-11,1034.106505441349061405257982
2019-03-12,1035.952131527920329400495382
2019-03-13,1036.329246751004188463810110
2019-03-14,1034.801171847885849860250515
2019-03-15,1034.219805600338410235995523
2019-03-18,1032.179491497083796484227443
2019-03-19,1032.423546413075872634134946
2019-03-20,1031.940461433539847606826984
2019-03-21,1030.926051232431135395472167
2019-03-22,1027.014250128717632571829957
2019-03-25,1024.530541407812162689899372
2019-03-26,1022.946290755235839321609566
2019-03-27,1019.682811265371434596788812
2019-03-28,1022.377910166380805007871221
2019-03-29,1021.771701868893031074392616
2019-04-01,1021.120156860002552103678085
2019-04-02,1095.127744803483782606947752
2019-04-03,1092.464156908521236896033981
2019-04-04,1091.877881345074799332391808
2019-04-05,1091.460057027923349421142716
2019-04-08,1088.645983015499070489009026
2019-04-09,1086.522151734470886542507331
2019-04-10,1086.418620173802291766715227
2019-04-11,1085.855994265717569181464354
2019-04-12,1085.134968166668741978043914
2019-04-15,1082.787772630544736090348663
2019-04-16,1081.813985890989890417333984
2019-04-17,1081.031082295731176824638458
2019-04-18,1080.958719998153534470263230
2019-04-22,1078.154734725109351629046262
2019-04-23,1078.505132262134348434413836
2019-04-24,1077.337254590336405915857017
2019-04-25,1076.738378735712323542493081
2019-04-26,1076.074133339482716234366528
2019-04-29,1075.329032690858960475435878
2019-04-30,1075.366635859394655670462030
2019-05-02,1073.694411999019327640112318
2019-05-03,1099.781906796074398564467244
2019-05-06,1096.325509460248941202884412
2019-05-07,1095.552310543900615776587514
2019-05-08,1095.571707058292536445567010
2019-05-09,1095.236582258119732977867401
2019-05-10,1095.000471808667282484365495
2019-05-13,1092.484698575970247936313782
2019-05-14,1093.144591257324223729742344
2019-05-15,1092.394144486665513215240746
2019-05-16,1090.635700766356969872322789
2019-05-17,1088.788540149448309524170637
2019-05-20,1085.268923511078821338706372
2019-05-21,1085.448621231221028614243501
2019-05-22,1084.632860911103012717166489
2019-05-23,1084.449899873423208877350895
2019-05-24,1084.321223137806943341095744
2019-05-27,1084.805502749450251122349581
2019-05-28,1085.970500555234345328793157
2019-05-29,1086.305433151476637657867571
2019-05-30,1085.990554661580100677001476
2019-05-31,1084.724180953200881202996668
2019-06-03,1082.925101775270345972644814
2019-06-04,1179.077045137686467375018552
2019-06-05,1174.136273735075791620130373
2019-06-06,1174.847261150769791625063914
2019-06-07,1175.451650555649492554409971
2019-06-10,1174.310756732330186774675980
2019-06-11,1174.585392904702089962103593
2019-06-12,1172.927399189610019507709216
2019-06-13,1172.068648097703102567150933
2019-06-14,1172.186942537034337508772073
2019-06-17,1168.940916558898489616960718
2019-06-18,1167.914533114330043622595276
2019-06-19,1166.972130391268254628173288
2019-06-21,1167.735197285140066190648563
2019-06-24,1167.222965023203274873202980
2019-06-25,1165.688487106200910502217614
2019-06-26,1165.971436029623774877159549
2019-06-27,1165.480825267431179032440255
2019-06-28,1165.585476917902849405866549
2019-07-01,1163.688255179529126895105385
2019-07-02,1157.917959981846252906477236
2019-07-03,1156.502702695905143198749962
2019-07-04,1156.304830513463108581579445
2019-07-05,1155.691637260572176993610197
2019-07-08,1154.459221381015162935681903
2019-07-09,1153.680143703956604922713825
2019-07-10,1153.800880423062789273606538
2019-07-11,1153.495503844661056704134752
2019-07-12,1151.161336330883979032521274
2019-07-15,1148.279854035813814095883441
2019-07-16,1146.971689600572618779883078
2019-07-17,1146.039388485682188343122278
2019-07-18,1145.433902025026084976525721
2019-07-19,1144.079185550732931609051381
2019-07-22,1141.463743284961758346718069
2019-07-23,1140.813507948364344788512637
2019-07-24,1140.214606839235761306670578
2019-07-25,1139.045033509764699707829118
2019-07-26,1138.803837904857898122585570
2019-07-29,1136.862338763014017705346731
2019-07-30,1134.746708686535313772773047
2019-07-31,1132.890702538303470998136272
2019-08-01,1132.559897682356583712585179
2019-08-02,1133.846304791463030893399704
2019-08-05,1128.926430595392283916428683
2019-08-06,1130.412903792571652422715453
2019-08-07,1130.154742447201430996655103
2019-08-08,1129.349958139796318923284345
2019-08-09,1128.299042500003022471378803
2019-08-12,1125.127937239606150739242921
2019-08-13,1124.160032300913991706240227
2019-08-14,1122.416663959022961621845399
2019-08-15,1120.922709418263792503579065
2019-08-16,1120.398101828013400117114468
2019-08-19,1117.641063449063487400890579
2019-08-20,1116.788654474609593322221419
2019-08-21,1116.472501896430694835384215
2019-08-22,1115.078941359481417516942521
2019-08-23,1113.819560669631285822297476
2019-08-26,1110.275681475013444910267441
2019-08-27,1108.860110645539352556755529
2019-08-28,1106.692808571955829007840736
2019-08-29,1105.649192533332352915135675
2019-08-30,1105.582193835468829933784866
2019-09-02,1103.247086926200691940563288
2019-09-03,1099.676355283802720180329385
2019-09-04,1099.488542477232825105061488
2019-09-05,1098.531636695695118637223176
2019-09-06,1097.649685867502874750472317
2019-09-09,1094.964683801479150548872989
2019-09-10,1094.004670204116984595453541
2019-09-11,1093.905932572424214845612612
2019-09-12,1093.443913293311952858810060
2019-09-13,1091.895405697912020600392442
2019-09-16,1090.166433337824286958225782
2019-09-17,1090.044149454056170179019566
2019-09-18,1089.779850639766743512330334
2019-09-19,1090.430172219338632130826421
2019-09-20,1090.596482018167543929279319
2019-09-23,1087.132611363141178947096353
2019-09-24,1085.796278375319226028474185
2019-09-25,1085.352961089859983866431684
2019-09-26,1084.764999854459816210031852
2019-09-27,1084.647722373231555240653716
2019-09-30,1082.744017095432650995250682
2019-10-01,1081.555347553865108846464227
2019-10-02,1192.458090172899555141325765
2019-10-03,1191.767613038033126486923442
2019-10-04,1190.545875837823034229064340
2019-10-07,1187.128511454943818629846116
2019-10-08,1186.460215307681090613908358
2019-10-09,1186.201633696024121394793684
2019-10-10,1187.053169248973468678205013
2019-10-11,1188.862011415713544480087913
2019-10-14,1187.375627072574669794467202
2019-10-15,1182.014927469594481880005544
2019-10-16,1182.643562477555596242932058
2019-10-17,1183.000582871810823899999681
2019-10-18,1181.325776217076785050191526
2019-10-21,1178.331507776476516541536419
2019-10-22,1175.798771854142051784608192
2019-10-23,1174.666220634484198148443845
2019-10-24,1173.141399241393579326219006
2019-10-25,1173.210006580923813515259700
2019-10-28,1172.305574731034107418800377
2019-10-29,1171.846426579838870216365327
2019-10-30,1171.755676130354458593330919
2019-10-31,1170.791431840496550705821426
2019-11-01,1170.354877971053430111806232
2019-11-04,1221.726296477678697493639990
2019-11-05,1218.161894813590929137582018
2019-11-06,1216.157315128217723874310009
2019-11-07,1213.996568922303293647837115
2019-11-08,1213.674497106891123886816289
2019-11-11,1211.214683870561798397809529
2019-11-12,1208.892374566775399038296520
2019-11-13,1206.020563192038788646996465
2019-11-14,1208.820486998339816754820171
2019-11-18,1200.530552586934238701395411
2019-11-19,1198.867268861100962292032212
2019-11-20,1198.181160952615146824630417
2019-11-21,1197.588439449877765887853989
2019-11-22,1197.507812026540867710025122
2019-11-25,1194.813176352639021802494171
2019-11-26,1192.836658627968108490987069
2019-11-27,1191.086170744196398105563637
2019-11-28,1191.300262889366360554846345
2019-11-29,1187.937707155340678172234735
2019-12-02,1185.565675589099407094231342
2019-12-03,1202.591066688739805964790271
2019-12-04,1201.744927002370709622029210
2019-12-05,1201.648986903961898464098245
2019-12-06,1202.422432281284560258218111
2019-12-09,1200.882807796651574856091833
2019-12-10,1202.957458955767936764861463
2019-12-11,1202.910582369432124654462633
2019-12-12,1202.516221878342375583583414
2019-12-13,1201.406784346383622516224104
2019-12-16,1197.016231405883241348649854
2019-12-17,1194.149354419915057002091587
2019-12-18,1192.388461500449157831425599
2019-12-19,1189.275007311555145790212787
2019-12-20,1190.953071067965866455900578
2019-12-23,1189.528708226413412175667002
2019-12-24,1188.950168375990572990710722
2019-12-26,1185.940402755547872548021562
2019-12-27,1184.911657924113105140134693
2019-12-30,1184.020614203415405013312546
2019-12-31,1183.510348019308324672589573
2020-01-02,1182.213536470378512619151393
2020-01-03,1232.573472565657423950061062
2020-01-06,1228.458931680355151748820373
2020-01-07,1227.904643588610404129625248
2020-01-08,1228.815237518657357207247193
2020-01-09,1227.590718253684483523598271
2020-01-10,1227.433946509344812341018494
2020-01-13,1225.546649732576380834746154
2020-01-14,1225.659892552021396331102215
2020-01-15,1224.781962832080977981312887
2020-01-16,1222.039545029890432356490842
2020-01-17,1222.364417906127737184866194
2020-01-20,1220.120263452394295069521947
2020-01-21,1219.102591708024275060824334
2020-01-22,1219.093130865609682930921580
2020-01-23,1218.957336917967638118526593
2020-01-24,1218.406568889905369378024636
2020-01-27,1215.648585991488452441026919
2020-01-28,1215.839025847034536521569810
2020-01-29,1217.140899754848121499666770
2020-01-30,1215.985959387838338471763399
2020-01-31,1215.865561782588026361001890
2020-02-03,1212.693563138397573799310417
2020-02-04,1201.179406147178119241156609
2020-02-05,1201.885589830186616450995750
2020-02-06,1199.539835132372156524796835
2020-02-07,1199.441984280841046735745398
2020-02-10,1195.671703459948112592977713
2020-02-11,1196.164405686946662573858556
2020-02-12,1196.888572475426082804668064
2020-02-13,1195.556674566016270934178249
2020-02-14,1196.309728579256795882231826
2020-02-17,1192.063005961208007885984241
2020-02-18,1190.762196588020764542376357
2020-02-19,1190.232244033730715054815341
2020-02-20,1190.128933921816436555375776
2020-02-21,1188.476963354984720984666419
2020-02-26,1182.157723948348072194557313
2020-02-27,1182.648435790140281685964340
2020-02-28,1183.112918194817765275636625
2020-03-02,1183.794351720278836534994275
2020-03-03,1235.622325249445459244308077
2020-03-04,1232.188491219202208752976659
2020-03-05,1229.628094554385737553086334
2020-03-06,1227.580219443592746967481773
2020-03-09,1221.092859954261359872973235
2020-03-10,1219.956808308404780389249426
2020-03-11,1208.532695057665748150511068
2020-03-12,1193.378009827426000841158106
2020-03-13,1208.836586269160971373958471
2020-03-16,1197.973723837212108652954612
2020-03-17,1199.739674182531378938333422
2020-03-18,1186.547248845089220931746472
2020-03-19,1183.982155392298011612110578
2020-03-20,1183.528770407794529757214575
2020-03-23,1172.853898230169215859082568
2020-03-24,1177.344370897857165222807655
2020-03-25,1184.902337706083313866035448
2020-03-26,1189.327258675375036442172886
2020-03-27,1193.602937888296817207094763
2020-03-30,1188.191183146740272401175895
2020-03-31,1189.471050287570233769732842
2020-04-01,1191.460076057153323898478878
2020-04-02,1184.326744119608075358724861
2020-04-03,1182.293125586626743430165020
2020-04-06,1181.398360192710054986821673
2020-04-07,1183.705313977755355896386288
2020-04-08,1186.052061374094133915731554
2020-04-09,1190.630231366768718096852606
2020-04-13,1186.202849165129995293502810
2020-04-14,1188.441033597233753562415548
2020-04-15,1187.748896662045602982311418
2020-04-16,1191.800742393021170261359176
2020-04-17,1191.220451154152576510725437
2020-04-20,1188.538007569607235609120249
2020-04-22,1186.702722497489606679205069
2020-04-23,1181.832125309901008093946958
2020-04-24,1167.077411472680115463709169
2020-04-27,1166.136846209703389766789521
2020-04-28,1170.204486547677608502781121
2020-04-29,1169.312960882087659882237129
2020-04-30,1170.786535547229070275559983
2020-05-04,1166.994802827145036388616609
2020-05-05,1186.257635560919912653512136
2020-05-06,1180.952884435637603874467880
2020-05-07,1180.525861753052849569119619
2020-05-08,1179.871608906756955635039453
2020-05-11,1178.121339560358999869551591
2020-05-12,1174.310561521450714481370702
2020-05-13,1170.883645805026360195948954
2020-05-14,1169.920427073170272564033333
2020-05-15,1172.476307668259272804582519
2020-05-18,1171.120468396542056085127721
2020-05-19,1171.690404905811072831128432
2020-05-20,1172.697351173023008522635219
2020-05-21,1176.620211534774960218006625
2020-05-22,1174.104311818619617350018950
2020-05-25,1177.051289100607507265891419
2020-05-26,1174.717471771096291132914945
2020-05-27,1175.270318810548286222031906
2020-05-28,1175.210750260343992971186743
2020-05-29,1175.085131324459890443221982
2020-06-01,1173.492919526467116069238316
2020-06-02,1057.838184538543723385927592
2020-06-03,1058.557778622053265401638206
2020-06-04,1059.723263807502834567344565
2020-06-05,1059.241987297457467564222295
2020-06-08,1056.469131354793610239395200
2020-06-09,1054.789481803958055610899863
2020-06-10,1056.144981770434275239505773
2020-06-12,1053.713029822539947108505751
2020-06-15,1049.544490420354292758830907
2020-06-16,1049.795504756117048196485591
2020-06-17,1049.207607466856593397672710
2020-06-18,1048.568526354717187796710147
2020-06-19,1047.206445475132974189728571
2020-06-22,1044.439289116350200755067629
2020-06-23,1046.161123314221052025228708
2020-06-24,1038.824377464578345599599793
2020-06-25,1044.889746047613986064099054
2020-06-26,1043.464528548308493471385109
2020-06-29,1041.072140493459450948834707
2020-06-30,1038.286051087398443394470889
2020-07-01,1043.409307029230163802441270
2020-07-02,1029.112504856712158701928676
2020-07-03,1027.305749708510544417887798
2020-07-06,1025.226531837059445244756780
2020-07-07,1024.698327012085337167625232
2020-07-08,1024.291110513011310656300973
2020-07-09,1026.226630962428324675102814
2020-07-10,1025.782113074233885025898099
2020-07-13,1024.460684328919466757998680
2020-07-14,1022.518866176003714369495058
2020-07-15,1021.232096076652044248102995
2020-07-16,1021.347507778349388571328653
2020-07-17,1022.768734141398234471761730
2020-07-20,1021.602933225971220392807678
2020-07-21,1022.144018667261257067463397
2020-07-22,1021.916396492809327697358953
2020-07-23,1019.905828049498568091359303
2020-07-24,1019.542324208613152179899640
2020-07-27,1020.529001501582077275502092
2020-07-28,1019.147451328537133177202960
2020-07-29,1019.555471308868834154092449
2020-07-30,1020.482876187491093895258128
2020-07-31,1019.970391415622424560525270
2020-08-03,1018.971919515614777019231250
2020-08-04,1009.783698558606930652403046
2020-08-05,1005.379031116350018101841855
2020-08-06,1007.453093996108549440328232
2020-08-07,1005.612327824897899629141609
2020-08-10,1001.784263276246684510792631
2020-08-11,1002.248564828491484637395233
2020-08-12,997.8998469953335489988161801
2020-08-13,996.1876423611007400673059198
2020-08-14,995.6378287473394449113067221
2020-08-17,991.5756925078812236777556540
2020-08-18,994.5093758353164255569659997
2020-08-19,993.2813655266266793287264909
2020-08-20,991.3177361647155931052017117
2020-08-21,992.9375493297965888668817108
2020-08-24,991.2303275820413512759761901
2020-08-25,989.3786582840089032931558152
2020-08-26,988.3779825161435804474702883
2020-08-27,986.8775513074894845221391061
2020-08-28,988.9356498642072562099791452
2020-08-31,984.6720580028142583603725717
2020-09-01,984.5690422903484136509615766
2020-09-02,1093.872683802888013723315589
2020-09-03,1092.704318668114564051313628
2020-09-04,1091.987223272899513221861336
2020-09-08,1087.188531728411913005059986
2020-09-09,1088.030398718659767996197780
2020-09-10,1087.198080005812446242624980
2020-09-11,1083.051108622749735776786361
2020-09-14,1082.053014532541408739234884
2020-09-15,1080.793889296710325717547252
2020-09-16,1079.709948530555782156387605
2020-09-17,1078.078820514045723917937142
2020-09-18,1072.812246992161725627421971
2020-09-21,1070.723507640829396627316945
2020-09-22,1072.801500901224152982327326
2020-09-23,1071.132088629857145099523888
2020-09-24,1071.249595693155716008221294
2020-09-25,1071.789410107731949287893782
2020-09-28,1065.169300869568300406381037
2020-09-29,1066.637284191629888013936143
2020-09-30,1065.287050367129430643668135
2020-10-01,1065.033382818009216650475840
2020-10-02,1112.431415067770531552833363
2020-10-05,1112.447665794014469367004038
2020-10-06,1111.929269545922651880223839
2020-10-07,1110.158461068805100048130592
2020-10-08,1111.569579393700046174807063
2020-10-09,1111.890981789458194738472070
2020-10-13,1110.817372247320411738260181
2020-10-14,1109.258583392702719419187050
2020-10-15,1107.716715750676208652526171
2020-10-16,1105.927659060801102889636313
2020-10-19,1106.362664027970388707389245
2020-10-20,1109.380660332183732761595582
2020-10-21,1107.112165894355479859830666
2020-10-22,1104.456821181342115939578004
2020-10-23,1104.424347613274386785065820
2020-10-26,1103.179480650936765880467026
2020-10-27,1102.116842870257729345917322
2020-10-28,1101.631657356986026447477533
2020-10-29,1100.957200758456996349679456
2020-10-30,1101.787941990306562800780306
2020-11-03,1100.270456773351609261622426
2020-11-04,1126.545286417482756857174665
2020-11-05,1128.750041743052297064307933
2020-11-06,1129.237415810300409704489567
2020-11-09,1128.011709014917738888535813
2020-11-10,1122.437283282535111268497838
2020-11-11,1124.475186558817076323653671
2020-11-12,1121.806617485949239125118524
2020-11-13,1122.694108779823983410071553
2020-11-16,1121.536284336116107375458951
2020-11-17,1120.886110176712203878468160
2020-11-18,1119.453561468750021663046909
2020-11-19,1117.399582110528514577939233
2020-11-20,1114.958156340003082158389190
2020-11-23,1113.857922530575146279453933
2020-11-24,1114.014520148350198016597170
2020-11-25,1113.250976279012126739868164
2020-11-26,1112.861774826056191893584653
2020-11-27,1116.834256850257827977225387
2020-11-30,1116.355248035677732289759843
2020-12-01,1117.629354908049041925858392
2020-12-02,1136.202988943860905042018803
2020-12-03,1138.265154953875126658387083
2020-12-04,1140.688444185146100235529926
2020-12-07,1137.540012148142257263505431
2020-12-08,1137.009632037203481972826400
2020-12-09,1137.565837203364599325086273
2020-12-10,1139.324601141520886746042493
2020-12-11,1139.515991139730881690472056
2020-12-14,1140.652011148142518555266083
2020-12-15,1137.190384354647726806515001
2020-12-16,1139.503876802824209950276436
2020-12-17,1138.772669604096556857546026
2020-12-18,1138.172558259091692398780025
2020-12-21,1137.060726569733180455744258
2020-12-22,1136.096603266774312344486914
2020-12-23,1136.872180766201891960228209
2020-12-24,1136.448486506853735778618927
2020-12-28,1135.041912185600831114376918
2020-12-29,1134.770940870368939026663637
2020-12-30,1136.199669876756342479018553
2020-12-31,1135.773993470505927629485843
2021-01-04,1131.775086248190623897388582
2021-01-05,1209.226469215908913274841152
2021-01-06,1207.494329658096097892595414
2021-01-07,1207.607305007739985139784973
2021-01-08,1205.351195059692166519640370
2021-01-11,1200.891801763847870199721202
2021-01-12,1203.093792491074780080087209
2021-01-13,1198.831636708370889387429917
2021-01-14,1199.965336257143323152878284
2021-01-15,1199.157673472900366102285606
2021-01-18,1199.166483062555752305738148
2021-01-19,1197.105853180047055904856840
2021-01-20,1197.813938280257810863127746
2021-01-21,1192.556105415008751403059338
2021-01-22,1193.218141130217948218538619
2021-01-25,1189.069415754230025697792496
2021-01-26,1190.824707102812601022408002
2021-01-27,1191.447758746452861642489328
2021-01-28,1191.955089158742601274555632
2021-01-29,1192.269445019391574678809885
2021-02-01,1190.575184508954135397462703
2021-02-02,1200.093153523592598760655928
2021-02-03,1201.114078908816192202667847
2021-02-04,1197.965130295780652077556135
2021-02-05,1198.628141226213182068250463
2021-02-08,1195.117542493613020408606788
2021-02-09,1192.284889065151961290671570
2021-02-10,1193.491983694453620016216007
2021-02-11,1192.602896089612315647790109
2021-02-12,1191.739549051013880269231794
2021-02-17,1185.957307193225585857366964
2021-02-18,1186.740569367739273786656499
2021-02-19,1183.936399065306811550087855
2021-02-22,1180.597495149226281762535962
2021-02-23,1178.468578334437664123739358
2021-02-24,1177.578383144459484453462116
2021-02-25,1175.919116242930077128932881
2021-02-26,1174.108892709421819988798213
2021-03-01,1169.074987039176492077353060
2021-03-02,1279.056853427130592394471414
2021-03-03,1277.784580613718934553965012
2021-03-04,1280.094066315692515884785751
2021-03-05,1285.464432711848912280373589
2021-03-08,1281.655539372317406218730412
2021-03-09,1279.278933259332999070870088
2021-03-10,1281.344901652467817988088439
2021-03-11,1279.195157803535585328246025
2021-03-12,1276.830117085299410142341597
2021-03-15,1274.112614472610607161512345
2021-03-16,1274.293359451957042481171743
2021-03-17,1273.235048751364732366705746
2021-03-18,1269.704805401801315757896792
2021-03-19,1268.809092526891628714383910
